Date,Season,Month,Year,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Punctuality,Arrival Delay Gap,Departure Delay Gap,Number of trains non delayed,Percent of trains delayed,Route
2019-07,Summer,7,2019,International,MARSEILLE ST CHARLES,MADRID,196.0,31,0,26,1.762820513,2.4590648498382905,5,40.37666667,7.309677419,5,40.37666667,2,1,20.0,0.0,20.0,20.0,40.0,0.0,90.71720430113442,37.91760182016171,-37.91760182016171,26,16.129032258064516,MARSEILLE ST CHARLES → MADRID
2019-08,Summer,8,2019,International,MARSEILLE ST CHARLES,MADRID,220.0,29,0,0,3.895454545,2.883908046,8,43.691874997499994,16.50632184,0,85.28333333,7,2,66.66666667,0.0,0.0,0.0,33.33333333,0.0,91.73170498068966,40.80796695149999,-40.80796695149999,21,27.586206896551722,MARSEILLE ST CHARLES → MADRID
2019-10,Autumn,10,2019,International,MARSEILLE ST CHARLES,MADRID,193.0,21,1,13,4.276923077,2.729166667,5,43.691874997499994,14.125,5,57.94583333,0,0,66.66666667,0.0,198.7610364132147,0.0,0.0,0.0,83.83630952380953,40.96270833049999,-40.96270833049999,15,23.809523809523807,MARSEILLE ST CHARLES → MADRID
2019-12,Winter,12,2019,International,MARSEILLE ST CHARLES,MADRID,219.0,9,10,3,0.933333333,0.322916667,1,15.11666667,0.64375,1,15.11666667,0,0,0.0,0.0,100.0,0.0,0.0,0.0,49.89270833333333,14.793750003000001,-14.793750003000001,0,11.11111111111111,MARSEILLE ST CHARLES → MADRID
2020-01,Winter,1,2020,International,MARSEILLE ST CHARLES,MADRID,322.0,22,1,10,4.046666667,1.913492063,3,36.53333333,4.028571429,3,36.53333333,2,0,100.0,0.0,0.0,0.0,0.0,0.0,90.69220779213636,34.619841267,-34.619841267,18,13.636363636363635,MARSEILLE ST CHARLES → MADRID
2020-07,Summer,7,2020,International,MARSEILLE ST CHARLES,MADRID,192.0,6,1,3,0.822222222,0.363333333,0,25.15,15.43666667,0,25.15,0,0,0.0,100.0,0.0,0.0,0.0,0.0,90.760555555,24.786666667,-24.786666667,5,0.0,MARSEILLE ST CHARLES → MADRID
2022-04,Spring,4,2022,International,MARSEILLE ST CHARLES,MADRID,463.0,22,1,4,5.170833333,4.35103021975,0,0.0,0.0,260,0.0,0,0,0.0,,,0.0,0.0,0.0,-256.3636363636364,-4.35103021975,4.35103021975,21,0.0,MARSEILLE ST CHARLES → MADRID
2022-06,Summer,6,2022,International,MARSEILLE ST CHARLES,MADRID,463.0,30,0,4,17.39900567186717,2.021666667,0,43.691874997499994,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,41.670208330499996,-41.670208330499996,30,0.0,MARSEILLE ST CHARLES → MADRID
2022-07,Summer,7,2022,International,MARSEILLE ST CHARLES,MADRID,463.0,31,2,6,118.28872062060988,0.6,0,0.0,8.604179754373616,0,51.29540020276708,0,0,0.0,0.0,,0.0,72.0439601026586,0.0,95.98532487964741,-0.6,0.6,29,0.0,MARSEILLE ST CHARLES → MADRID
2022-08,Summer,8,2022,International,MARSEILLE ST CHARLES,MADRID,463.0,31,1,5,34.14,4.35103021975,0,0.0,0.0,0,51.29540020276708,0,7,0.0,0.0,0.0,0.0,0.0,0.0,98.70967741935483,-4.35103021975,4.35103021975,30,0.0,MARSEILLE ST CHARLES → MADRID
2022-11,Autumn,11,2022,International,MARSEILLE ST CHARLES,MADRID,1702.5938009787928,28,0,5,4.09,0.914285714,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.914285714,0.914285714,28,0.0,MARSEILLE ST CHARLES → MADRID
2022-12,Winter,12,2022,International,MARSEILLE ST CHARLES,MADRID,463.0,10,1,1,1.0,0.238888889,0,43.691874997499994,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,43.45298610849999,-43.45298610849999,9,0.0,MARSEILLE ST CHARLES → MADRID
2018-01,Winter,1,2018,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,214.0,312,2,77,10.71558442,2.581774194,46,43.54166667,6.862311828,46,6.862311828,27,7,19.51219512,34.14634146,12.19512195,26.82926829,2.43902439,4.87804878,91.22807623379487,40.959892476,-40.959892476,264,14.743589743589745,MARSEILLE ST CHARLES → MARNE LA VALLEE
2018-02,Winter,2,2018,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,214.0,282,3,68,12.59166667,2.952747909,52,42.76602564,9.092353644,52,9.092353644,0,7,26.92307692,28.84615385,19.23076923,23.07692308,0.0,75.91572970554272,88.83921765507802,39.813277731,-39.813277731,227,18.439716312056735,MARSEILLE ST CHARLES → MARNE LA VALLEE
2018-04,Spring,4,2018,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,215.0,313,10,42,13.77857143,2.638141026,37,41.41306306,7.975,37,51.29540020276708,16,7,25.0,21.875,25.0,18.75,3.125,6.25,91.48233493077744,38.774922034,-38.774922034,266,11.821086261980831,MARSEILLE ST CHARLES → MARNE LA VALLEE
2018-06,Summer,6,2018,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,301,10,24,15.3625,1.524968789,49,29.19557823,7.365855181,44,7.365855181,14,5,35.41666667,31.25,14.58333333,10.41666667,2.083333333,6.25,89.80225780205926,27.670609441,-27.670609441,242,16.27906976744186,MARSEILLE ST CHARLES → MARNE LA VALLEE
2018-07,Summer,7,2018,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,212.0,315,10,872,16.91090535,4.35103021975,56,41.67968254,16.35135722,105,51.29540020276708,47,7,18.26923077,23.07692308,39.42307692,14.42307692,0.961538462,3.846153846,82.44937697126984,37.32865232025,-37.32865232025,249,17.77777777777778,MARSEILLE ST CHARLES → MARNE LA VALLEE
2018-09,Autumn,9,2018,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,214.0,300,2,68,21.47058824,4.35103021975,44,43.691874997499994,8.321420582,44,346.4742866898222,18,7,15.90909091,18.18181818,,27.27272727,4.545454545,0.0,91.01309656966666,39.34084477774999,-39.34084477774999,254,14.666666666666666,MARSEILLE ST CHARLES → MARNE LA VALLEE
2018-10,Autumn,10,2018,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,290,4,78,6.186538462,1.544230769,56,43.691874997499994,11.86258741,61,11.86258741,22,0,14.75409836,24.59016393,45.90163934,,4.918032787,0.0,87.29876416729886,42.14764422849999,-42.14764422849999,230,19.310344827586206,MARSEILLE ST CHARLES → MARNE LA VALLEE
2018-11,Autumn,11,2018,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,303,3,872,9.606944444,1.708277778,47,41.61843972,8.188611111,47,8.188611111,21,7,21.27659574,21.27659574,40.42553191,14.89361702,2.127659574,0.0,90.48341629998185,39.910161941999995,-39.910161941999995,253,15.51155115511551,MARSEILLE ST CHARLES → MARNE LA VALLEE
2019-01,Winter,1,2019,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,250,6,57,25.68157895,2.4590648498382905,56,43.691874997499994,13.0943306,55,13.0943306,32,7,34.54545455,18.18181818,12.72727273,25.45454545,9.090909091,75.91572970554272,85.77761156666668,41.2328101476617,-41.2328101476617,188,22.400000000000002,MARSEILLE ST CHARLES → MARNE LA VALLEE
2019-02,Winter,2,2019,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,224,4,0,25.54826389,4.35103021975,29,43.691874997499994,11.41106061,29,51.29540020276708,124,7,21.42857143,21.42857143,32.14285714,190.4200842324105,0.0,0.0,90.91065656500001,39.34084477774999,-39.34084477774999,191,12.946428571428573,MARSEILLE ST CHARLES → MARNE LA VALLEE
2019-03,Spring,3,2019,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,248,0,37,16.2954955,2.25672043,30,43.56,6.755107527,30,6.755107527,0,5,24.13793103,13.79310345,24.13793103,31.03448276,6.896551724,0.0,92.8257616487258,41.30327957,-41.30327957,218,12.096774193548388,MARSEILLE ST CHARLES → MARNE LA VALLEE
2019-04,Spring,4,2019,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,,236,2,36,8.906018519,1.1497151,30,38.22111111,5.732621083,30,5.732621083,10,6,22.22222222,14.81481481,33.33333333,22.22222222,7.407407407,,92.34964789859605,37.07139601,-37.07139601,204,12.711864406779661,MARSEILLE ST CHARLES → MARNE LA VALLEE
2019-05,Spring,5,2019,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,262,10,88,3.770454545,1.020107962,37,43.691874997499994,7.714844804,37,51.29540020276708,20,0,48.64864865,13.51351351,24.32432432,13.51351351,0.0,0.0,90.12640627312469,42.6717670355,-42.6717670355,215,14.122137404580155,MARSEILLE ST CHARLES → MARNE LA VALLEE
2019-06,Summer,6,2019,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,1702.5938009787928,258,10,109,5.538685015,2.191120219,51,34.63856209,8.34931694,0,34.63856209,24,6,24.0,18.0,198.7610364132147,28.0,4.0,2.0,93.10457120767443,32.447441871,-32.447441871,197,19.767441860465116,MARSEILLE ST CHARLES → MARNE LA VALLEE
2019-07,Summer,7,2019,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,261,7,104,8.007051282,1.779986877,56,33.00128205,9.9332021,65,51.29540020276708,22,7,26.15384615,13.84615385,,18.46153846,72.0439601026586,4.615384615,85.50921727452108,31.221295173,-31.221295173,198,21.455938697318008,MARSEILLE ST CHARLES → MARNE LA VALLEE
2019-08,Summer,8,2019,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,2681,10,103,9.322815534,2.4590648498382905,52,39.78205128,9.923484848,52,39.78205128,18,7,21.15384615,15.38461538,32.69230769,,72.0439601026586,9.615384615,97.22710040547756,37.322986430161706,-37.322986430161706,2619,1.939574785527788,MARSEILLE ST CHARLES → MARNE LA VALLEE
2019-12,Winter,12,2019,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,80,10,22,9.188636364,2.719444444,17,37.97352941,10.94419192,17,37.97352941,8,4,29.41176471,11.76470588,29.41176471,23.52941176,0.0,5.882352941,82.55096801333333,35.254084966,-35.254084966,53,21.25,MARSEILLE ST CHARLES → MARNE LA VALLEE
2020-05,Spring,5,2020,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,217.0,77,10,26,2.735897436,0.753125,5,32.475470517971125,3.704427083,5,30.74444444,2,0,20.0,40.0,0.0,20.0,20.0,0.0,90.94103704460821,31.722345517971124,-31.722345517971124,62,6.493506493506493,MARSEILLE ST CHARLES → MARNE LA VALLEE
2020-06,Summer,6,2020,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,221.0,205,10,85,4.318235294,4.35103021975,24,40.68125,6.84,24,38.99551282,8,5,36.84210526,26.31578947,5.263157895,190.4200842324105,0.0,75.91572970554272,91.0551219512195,36.33021978025,-36.33021978025,171,11.707317073170733,MARSEILLE ST CHARLES → MARNE LA VALLEE
2020-08,Summer,8,2020,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,,258,4,110,4.801666667,1.80511811,50,35.70266667,8.604179754373616,50,35.70266667,17,6,12.0,14.0,28.0,190.4200842324105,16.0,75.91572970554272,88.25589252155788,33.89754856,-33.89754856,204,19.379844961240313,MARSEILLE ST CHARLES → MARNE LA VALLEE
2020-11,Autumn,11,2020,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,29,10,10,21.60333333,4.35103021975,56,43.691874997499994,25.07058824,6,68.69722222,5,0,66.66666667,33.33333333,0.0,0.0,0.0,0.0,37.200878971494255,39.34084477774999,-39.34084477774999,0,100.0,MARSEILLE ST CHARLES → MARNE LA VALLEE
2020-12,Winter,12,2020,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,,162,10,0,3.363821138,1.625607064,17,31.01764706,8.604179754373616,17,31.01764706,6,2,,11.76470588,11.76470588,17.64705882,5.882352941,0.0,90.84992065822168,29.392039996,-29.392039996,135,10.493827160493826,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-01,Winter,1,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,211.0,245,0,31,7.215591398,0.858095238,31,43.691874997499994,6.026190476,31,44.41236559,15,6,41.93548387,12.903225806451598,16.12903226,6.4516129032258105,6.4516129032258105,16.12903226,92.66910430842177,42.8337797595,-42.8337797595,214,12.653061224489795,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-02,Winter,2,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,212.0,196,3,17,20.49803922,1.59507772,0,43.691874997499994,6.834455958549221,25,55.13533333,15,7,28.000000000000004,24.0,8.0,20.0,12.0,8.0,94.42214849670438,42.096797277499995,-42.096797277499995,193,0.0,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-03,Spring,3,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,,216,10,10,12.77,0.460236887,0,43.18076923,2.558967851,13,43.18076923,9,0,38.46153846,15.38461538,,15.38461538,0.0,,95.91609795075927,42.720532343,-42.720532343,206,0.0,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-04,Spring,4,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,287,10,18,11.23888889,1.794,4,32.4875,1.931666667,0,32.4875,1,0,75.0,0.0,0.0,0.0,0.0,25.0,98.00558168790418,30.693499999999997,-30.693499999999997,273,1.3937282229965158,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-05,Spring,5,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,211.0,238,10,21,11.21666667,1.010517799,38,43.691874997499994,7.505097087,38,32.19035088,12,3,26.31578947,21.05263158,10.52631579,5.263157895,5.263157895,31.57894737,89.08528493928151,42.681357198499995,-42.681357198499995,190,15.966386554621847,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-06,Summer,6,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,211.0,274,2,40,18.8575,2.642892157,51,43.691874997499994,8.604179754373616,51,48.53562092,29,7,37.254901960784295,19.60784314,15.68627451,9.803921569,1.960784314,15.68627451,88.96742989495233,41.048982840499995,-41.048982840499995,221,18.613138686131386,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-07,Summer,7,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,212.0,284,1,48,21.455902777777805,3.497467609,0,43.691874997499994,8.604179754373616,260,54.60310078,24,7,25.58139535,6.976744186,,,13.95348837,16.27906977,70.96033623812083,40.1944073885,-40.1944073885,283,0.0,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-08,Summer,8,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,283,1,36,22.9662037,2.763829787,48,40.29340278,8.6428487,48,40.29340278,20,7,8.333333333,6.25,22.91666667,27.083333333333297,10.41666667,25.0,89.93761708945819,37.529572993,-37.529572993,234,16.96113074204947,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-09,Autumn,9,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,274,3,33,15.89949495,1.722816728,40,42.70916667,8.619065191,0,42.70916667,0,7,20.0,7.5,17.5,7.5,22.5,25.0,95.20582490125669,40.986349942000004,-40.986349942000004,231,14.5985401459854,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-11,Autumn,11,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.0,276,10,55,19.44939394,3.637681159,55,43.691874997499994,13.17844203,0,54.43878788,34,7,34.545454545454504,0.0,16.36363636,3.636363636,21.81818182,23.63636364,92.36881038630435,40.05419383849999,-40.05419383849999,211,19.92753623188406,MARSEILLE ST CHARLES → MARNE LA VALLEE
2021-12,Winter,12,2021,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,212.0,282,2,54,19.299074074074102,3.542293907,41,43.691874997499994,7.604062126642781,41,44.70934959,21,7,7.317073170731709,9.756097561,9.756097561,7.317073170731709,26.82926829,39.02439024,91.1794648228645,40.14958109049999,-40.14958109049999,239,14.539007092198581,MARSEILLE ST CHARLES → MARNE LA VALLEE
2022-01,Winter,1,2022,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,212.0,271,10,30,13.70888889,1.438216146,32,43.26510417,8.604179754373616,260,43.26510417,14,7,13.33333333,16.66666667,0.0,10.0,13.33333333,46.66666667,65.94604384167573,41.826888024,-41.826888024,229,11.808118081180812,MARSEILLE ST CHARLES → MARNE LA VALLEE
2022-02,Winter,2,2022,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,,251,2,21,7.422222222,2.4590648498382905,12,36.51944444,8.604179754373616,260,36.51944444,4,3,0.0,0.0,8.333333333,25.0,16.66666667,50.0,66.21537243137598,34.06037959016171,-34.06037959016171,237,4.780876494023905,MARSEILLE ST CHARLES → MARNE LA VALLEE
2022-03,Spring,3,2022,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,,283,0,26,7.631410256410261,0.48975265,23,43.691874997499994,4.099116608,23,46.06666667,0,2,26.08695652,,13.043478260869602,17.391304347826097,30.43478261,75.91572970554272,95.25320965838398,43.202122347499994,-43.202122347499994,260,8.12720848056537,MARSEILLE ST CHARLES → MARNE LA VALLEE
2022-05,Spring,5,2022,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,212.0,286,1,43,13.13023256,1.741111111,41,36.04674797,7.525263158,41,36.04674797,19,0,17.07317073,9.756097561,29.26829268,19.51219512,17.07317073,7.317073170731709,91.43809716597436,34.305636858999996,-34.305636858999996,244,14.335664335664337,MARSEILLE ST CHARLES → MARNE LA VALLEE
2022-08,Summer,8,2022,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,212.0,283,0,54,14.66419753,2.61778563,56,37.83630137,13.07367491,73,37.83630137,33,7,16.43835616,8.219178082,31.506849315068504,17.80821918,8.219178082,,86.12494110746172,35.21851574,-35.21851574,227,19.78798586572438,MARSEILLE ST CHARLES → MARNE LA VALLEE
2022-10,Autumn,10,2022,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,211.0,278,1,35,17.96190476,2.048731884,47,43.691874997499994,9.088043478,47,44.93900709,21,7,218.89587774190275,27.65957447,17.0212766,12.765957446808502,25.531914893617003,8.510638298,89.88820378484172,41.643143113499995,-41.643143113499995,230,16.906474820143885,MARSEILLE ST CHARLES → MARNE LA VALLEE
2022-11,Autumn,11,2022,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,211.0,239,0,29,13.50977011,1.404951185,25,31.948,4.141213389,25,31.948,9,3,,8.0,12.0,16.0,72.0439601026586,,94.07967224548744,30.543048815,-30.543048815,214,10.460251046025103,MARSEILLE ST CHARLES → MARNE LA VALLEE
2022-12,Winter,12,2022,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,279,10,30,11.84055556,1.209543568,34,38.84607843,7.053388658,0,38.84607843,12,6,38.23529412,218.65088787857883,5.882352941,,72.0439601026586,8.823529412,94.9534674817312,37.636534862,-37.636534862,235,12.186379928315413,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-01,Winter,1,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,275,10,872,18.50892857,1.708333333,44,43.691874997499994,8.604179754373616,260,49.94356061,26,7,15.90909091,25.0,20.45454545,22.72727272727269,4.545454545454549,11.36363636,65.54778822275591,41.983541664499995,-41.983541664499995,221,16.0,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-02,Winter,2,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,244,6,0,16.69625,2.537254902,29,41.3,8.172058824,29,41.3,16,7,10.34482759,,31.03448276,24.13793103,6.896551724,13.79310345,91.71176068780328,38.762745097999996,-38.762745097999996,209,11.885245901639344,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-03,Spring,3,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,281,10,29,17.87356322,2.193062201,32,43.691874997499994,12.951116427432202,32,76.58697917,21,7,21.875,28.125,18.75,9.375,12.5,9.375,90.72404287300803,41.49881279649999,-41.49881279649999,239,11.387900355871885,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-05,Spring,5,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,292,3,0,12.00958333,1.063020833,43,43.691874997499994,7.72662037,43,37.86976744,20,6,0.0,23.25581395,46.51162791,11.62790698,13.95348837,4.65116279,90.9382573355936,42.62885416449999,-42.62885416449999,246,14.726027397260275,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-06,Summer,6,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,283,0,44,17.39900567186717,2.361542992,56,32.475470517971125,11.03333333,60,38.21694444,29,0,15.0,15.0,28.33333333,13.33333333,15.0,13.33333333,87.84308991025324,30.113927525971125,-30.113927525971125,227,19.78798586572438,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-07,Summer,7,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,302,0,71,18.86995305,2.4590648498382905,56,42.46341991,12.99216336,77,42.46341991,28,7,10.38961039,12.987012989999998,22.07792208,,19.48051948,,86.47702354596028,40.00435506016171,-40.00435506016171,246,18.543046357615893,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-08,Summer,8,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,307,0,56,13.03333333,2.095860566,56,43.691874997499994,13.34880174,74,46.58490991,30,7,13.51351351,12.16216216,33.78378378,10.81081081,13.51351351,16.21621622,86.89572088263843,41.596014431499995,-41.596014431499995,251,18.241042345276874,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-09,Autumn,9,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,284,2,53,14.45880503,2.449822695,0,43.691874997499994,10.34036643,52,43.70416667,25,7,15.38461538,13.46153846,34.61538462,17.30769231,11.53846154,7.69230769,92.50195770767606,41.24205230249999,-41.24205230249999,282,0.0,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-10,Autumn,10,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,209.0,292,1,41,31.40203252,4.119473081,51,43.691874997499994,11.2943299,51,346.4742866898222,23,7,9.80392157,25.49019608,17.64705882,,19.60784314,9.80392157,89.2477486696347,39.57240191649999,-39.57240191649999,240,17.465753424657535,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-11,Autumn,11,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,209.0,259,10,46,11.89963768,4.35103021975,39,37.26965812,8.177647059,39,37.26965812,13,6,10.25641026,5.12820513,25.64102564,15.38461538,,75.91572970554272,89.56369975014093,32.91862790025,-32.91862790025,210,15.057915057915059,MARSEILLE ST CHARLES → MARNE LA VALLEE
2023-12,Winter,12,2023,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,208.0,292,4,0,118.28872062060988,1.852951389,30,34.94777778,6.034895833,30,34.94777778,12,2,26.66666667,6.666666670000001,16.666666669999998,13.33333333,10.0,26.66666667,93.30925252098402,33.094826391000005,-33.094826391000005,258,10.273972602739725,MARSEILLE ST CHARLES → MARNE LA VALLEE
2024-01,Winter,1,2024,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,,252,1,44,12.963636363999996,2.055046481,49,34.78367347,8.604179754373616,49,34.78367347,21,4,8.163265309999998,,30.6122449,12.24489796,14.28571429,10.20408163,88.68501765998535,32.728626989,-32.728626989,202,19.444444444444446,MARSEILLE ST CHARLES → MARNE LA VALLEE
2024-04,Spring,4,2024,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,209.0,283,0,37,14.786036036000002,1.084692671,49,40.20340136,9.409810875,49,40.20340136,13,7,,16.32653061,30.6122449,,10.20408163,14.28571429,89.7744543712456,39.118708689,-39.118708689,234,17.314487632508836,MARSEILLE ST CHARLES → MARNE LA VALLEE
2024-05,Spring,5,2024,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,304,0,48,12.26701389,1.653947368,56,32.28184524,58.47323134889636,56,32.28184524,18,4,218.89587774190275,26.78571429,26.78571429,10.71428571,12.5,10.71428571,81.04393512606113,30.627897872000002,-30.627897872000002,248,18.421052631578945,MARSEILLE ST CHARLES → MARNE LA VALLEE
2024-09,Autumn,9,2024,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,208.0,285,1,55,15.44333333,2.783274441,47,42.52624114,8.861130742,47,42.52624114,19,7,8.5106383,19.14893617,23.40425532,19.14893617,,14.89361702,90.13717996405263,39.742966699,-39.742966699,237,16.49122807017544,MARSEILLE ST CHARLES → MARNE LA VALLEE
2024-10,Autumn,10,2024,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,,293,0,37,15.81531532,1.737030717,35,36.59666667,6.637201365,35,36.59666667,0,4,20.0,14.28571429,28.57142857,190.4200842324105,17.14285714,14.28571429,92.92110352676622,34.859635952999994,-34.859635952999994,258,11.945392491467576,MARSEILLE ST CHARLES → MARNE LA VALLEE
2024-12,Winter,12,2024,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,208.0,290,2,48,118.28872062060988,2.292361111,0,43.691874997499994,13.75393519,61,55.41885246,31,7,9.83606557,26.2295082,27.86885246,9.83606557,8.196721310000001,18.03278689,91.1214705717816,41.399513886499996,-41.399513886499996,288,0.0,MARSEILLE ST CHARLES → MARNE LA VALLEE
2018-01,Winter,1,2018,National,MARSEILLE ST CHARLES,PARIS LYON,202.0,431,0,85,8.292352941,1.546017015,40,35.71166667,4.270301624,40,4.270301624,19,7,39.47368421,21.05263158,,26.31578947,,2.631578947,94.64791183296829,34.165649655,-34.165649655,391,9.280742459396752,MARSEILLE ST CHARLES → PARIS LYON
2018-02,Winter,2,2018,National,MARSEILLE ST CHARLES,PARIS LYON,202.0,388,0,90,17.39900567186717,1.685524055,43,33.46317829,5.427276632,43,346.4742866898222,19,3,37.20930233,39.53488372,2.325581395,190.4200842324105,2.325581395,0.0,93.5542167812646,31.777654235000004,-31.777654235000004,345,11.082474226804123,MARSEILLE ST CHARLES → PARIS LYON
2018-03,Spring,3,2018,National,MARSEILLE ST CHARLES,PARIS LYON,202.0,432,9,105,7.995079365,1.903546099,40,32.69291667,3.940149724,40,3.940149724,16,3,36.84210526,13.15789474,13.15789474,28.94736842,5.263157895,2.631578947,93.88034541637039,30.789370571000003,-30.789370571000003,383,9.25925925925926,MARSEILLE ST CHARLES → PARIS LYON
2018-05,Spring,5,2018,National,MARSEILLE ST CHARLES,PARIS LYON,202.0,441,10,42,17.39900567186717,3.038650581,56,39.56279762,5.972028597,44,346.4742866898222,26,7,,10.71428571,10.71428571,17.85714286,7.142857143,1.785714286,92.56475260344783,36.524147039,-36.524147039,375,12.698412698412698,MARSEILLE ST CHARLES → PARIS LYON
2018-06,Summer,6,2018,National,MARSEILLE ST CHARLES,PARIS LYON,202.0,427,10,35,12.93380952,1.42607987,0,30.00199005,58.47323134889636,50,5.74409128,17,7,19.40298507,32.8358209,20.89552239,10.44776119,11.94029851,4.47761194,85.80481272990681,28.57591018,-28.57591018,417,0.0,MARSEILLE ST CHARLES → PARIS LYON
