Date,Season,Month,Year,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Punctuality,Arrival Delay Gap,Departure Delay Gap,Number of trains non delayed,Percent of trains delayed,Route
2018-01,Winter,1,2018,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,402,0,117,6.625641026,4.35103021975,37,35.97432432,4.417205638,37,4.417205638,19,7,42.85714286,22.85714286,8.571428571,190.4200842324105,0.0,2.857142857,94.66180901058209,31.62329410025,-31.62329410025,365,9.203980099502488,AIX EN PROVENCE TGV → PARIS LYON
2018-03,Spring,3,2018,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,396,8,148,7.855518018,3.069974227,39,32.43589744,4.288187285,39,51.29540020276708,14,3,33.33333333,,11.11111111,190.4200842324105,5.555555556,2.777777778,93.55297888684345,29.365923213,-29.365923213,349,9.848484848484848,AIX EN PROVENCE TGV → PARIS LYON
2018-05,Spring,5,2018,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,410,10,47,24.70106383,3.992952381,52,37.06666667,5.488238095,38,5.488238095,23,7,50.0,9.615384615,198.7610364132147,190.4200842324105,7.692307692,1.923076923,92.79261072400408,33.073714288999994,-33.073714288999994,348,12.682926829268293,AIX EN PROVENCE TGV → PARIS LYON
2018-06,Summer,6,2018,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,393,10,39,10.52393162,4.35103021975,56,30.00608466,5.881299735,0,346.4742866898222,15,7,218.89587774190275,34.92063492,23.80952381,7.936507937,9.523809524,4.761904762,95.1520988991285,25.655054440249998,-25.655054440249998,327,14.249363867684478,AIX EN PROVENCE TGV → PARIS LYON
2018-08,Summer,8,2018,National,AIX EN PROVENCE TGV,PARIS LYON,183.0,409,0,258,9.225193798,4.35103021975,56,43.691874997499994,7.609087205,50,7.609087205,20,7,23.40425532,12.76595745,27.65957447,21.27659574,8.510638298,6.382978723,92.32595082850652,39.34084477774999,-39.34084477774999,353,13.691931540342297,AIX EN PROVENCE TGV → PARIS LYON
2018-09,Autumn,9,2018,National,AIX EN PROVENCE TGV,PARIS LYON,183.0,389,1,188,6.707801418,3.324570447,32,32.475470517971125,4.696134021,32,4.696134021,124,7,21.42857143,39.28571429,10.71428571,25.0,,75.91572970554272,95.0013726931581,29.150900070971126,-29.150900070971126,356,8.226221079691516,AIX EN PROVENCE TGV → PARIS LYON
2018-10,Autumn,10,2018,National,AIX EN PROVENCE TGV,PARIS LYON,183.0,397,0,0,8.302147239,3.446641478,49,43.691874997499994,8.559781696,49,8.559781696,26,7,16.32653061,38.7755102,28.57142857,10.20408163,,2.040816327,92.40208508257263,40.24523351949999,-40.24523351949999,348,12.34256926952141,AIX EN PROVENCE TGV → PARIS LYON
2018-12,Winter,12,2018,National,AIX EN PROVENCE TGV,PARIS LYON,187.0,385,3,193,7.391018998,3.804581152,33,40.27020202,4.517277487,0,4.517277487,17,0,30.3030303,6.060606061,198.7610364132147,,6.060606061,3.03030303,97.22114639285931,36.465620868,-36.465620868,349,8.571428571428571,AIX EN PROVENCE TGV → PARIS LYON
2019-02,Winter,2,2019,National,AIX EN PROVENCE TGV,PARIS LYON,,361,8,179,13.47150838,4.35103021975,56,43.691874997499994,10.14173749,44,10.14173749,29,7,15.90909091,50.0,9.090909091,15.90909091,6.818181818,2.272727273,90.66428105545243,39.34084477774999,-39.34084477774999,297,15.512465373961218,AIX EN PROVENCE TGV → PARIS LYON
2019-05,Spring,5,2019,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,432,10,358,4.165782123,3.727483165,32,43.691874997499994,5.241835017,32,346.4742866898222,21,7,50.0,21.875,21.875,3.125,0.0,3.125,94.49673120087037,39.96439183249999,-39.96439183249999,390,7.4074074074074066,AIX EN PROVENCE TGV → PARIS LYON
2019-06,Summer,6,2019,National,AIX EN PROVENCE TGV,PARIS LYON,185.0,410,10,872,4.390265907,3.941408935,37,43.691874997499994,5.403651203,37,48.92342342,22,7,22.85714286,22.85714286,20.0,25.71428571,5.714285714,2.857142857,93.6115865881179,39.750466062499996,-39.750466062499996,363,9.024390243902438,AIX EN PROVENCE TGV → PARIS LYON
2019-07,Summer,7,2019,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,433,0,413,5.87259887,4.35103021975,55,35.2369697,5.516743649,55,35.2369697,26,7,218.89587774190275,29.62962963,11.11111111,27.77777778,3.703703704,3.703703704,92.72950346419668,30.885939480250002,-30.885939480250002,378,12.702078521939955,AIX EN PROVENCE TGV → PARIS LYON
2019-08,Summer,8,2019,National,AIX EN PROVENCE TGV,PARIS LYON,1702.5938009787928,407,0,396,6.391835017,4.35103021975,56,30.52055556,5.309049959,60,30.52055556,21,6,22.03389831,32.20338983,22.03389831,,1.694915254,3.389830508,91.94071116571949,26.169525340249997,-26.169525340249997,351,13.75921375921376,AIX EN PROVENCE TGV → PARIS LYON
2019-10,Autumn,10,2019,National,AIX EN PROVENCE TGV,PARIS LYON,189.0,424,6,0,6.743765281,4.35103021975,56,33.13424658,8.116706539,260,33.13424658,26,7,19.44444444,218.65088787857883,18.05555556,12.5,4.166666667,9.722222222,77.04344199192768,28.78321636025,-28.78321636025,362,13.20754716981132,AIX EN PROVENCE TGV → PARIS LYON
2019-11,Autumn,11,2019,National,AIX EN PROVENCE TGV,PARIS LYON,,404,5,389,8.920565553,4.35103021975,48,32.475470517971125,7.155513784,48,47.27881944,25,7,,218.65088787857883,12.5,190.4200842324105,8.333333333,0.0,92.37177080497689,28.124440298221124,-28.124440298221124,351,11.881188118811881,AIX EN PROVENCE TGV → PARIS LYON
2019-12,Winter,12,2019,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,227,10,192,4.73828125,4.346779388,16,36.034375,2.135990338,16,36.034375,7,2,73.33333333,0.0,6.666666667,190.4200842324105,0.0,6.666666667,94.35765799799854,31.687595611999996,-31.687595611999996,201,7.048458149779736,AIX EN PROVENCE TGV → PARIS LYON
2020-01,Winter,1,2020,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,315,10,872,3.054052511,2.918037281,19,32.77719298,1.546326754,19,32.77719298,10,7,36.84210526,26.31578947,26.31578947,0.0,10.52631579,0.0,95.45656458861906,29.859155699000002,-29.859155699000002,286,6.031746031746032,AIX EN PROVENCE TGV → PARIS LYON
2020-02,Winter,2,2020,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,352,2,337,3.740108803,3.590190476,21,43.691874997499994,3.206,21,51.29540020276708,12,4,19.04761905,42.85714286,14.28571429,19.04761905,4.761904762,0.0,96.25543939393938,40.10168452149999,-40.10168452149999,329,5.965909090909091,AIX EN PROVENCE TGV → PARIS LYON
2020-04,Spring,4,2020,National,AIX EN PROVENCE TGV,PARIS LYON,186.0,22,10,5,12.18666667,4.35103021975,2,23.98333333,14.95,2,23.98333333,0,7,218.89587774190275,50.0,0.0,0.0,0.0,50.0,74.7810606060606,19.63230311025,-19.63230311025,10,9.090909090909092,AIX EN PROVENCE TGV → PARIS LYON
2020-06,Summer,6,2020,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,290,10,233,4.106795422,2.4590648498382905,21,32.475470517971125,3.487741546,21,48.15793651,9,4,35.0,25.0,198.7610364132147,190.4200842324105,10.0,,94.41870974233333,30.016405668132833,-30.016405668132833,259,7.241379310344828,AIX EN PROVENCE TGV → PARIS LYON
2020-07,Summer,7,2020,National,AIX EN PROVENCE TGV,PARIS LYON,189.0,369,7,340,4.826568627,4.35103021975,27,32.475470517971125,3.071362799,0,34.21296296,14,3,62.96296296,11.11111111,198.7610364132147,14.81481481,3.703703704,0.0,97.26588397794444,28.124440298221124,-28.124440298221124,335,7.317073170731707,AIX EN PROVENCE TGV → PARIS LYON
2020-08,Summer,8,2020,National,AIX EN PROVENCE TGV,PARIS LYON,189.0,374,1,351,5.564719848,4.35103021975,56,43.691874997499994,4.820420018,32,48.4859375,19,7,218.89587774190275,25.0,21.875,12.5,72.0439601026586,,93.5281474658057,39.34084477774999,-39.34084477774999,317,14.973262032085561,AIX EN PROVENCE TGV → PARIS LYON
2020-09,Autumn,9,2020,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,362,1,322,4.566459627,4.044598338,28,36.07440476,3.46278855,28,36.07440476,11,3,25.0,218.65088787857883,21.42857143,35.71428571,0.0,,95.4449680225138,32.029806422,-32.029806422,333,7.734806629834254,AIX EN PROVENCE TGV → PARIS LYON
2020-10,Autumn,10,2020,National,AIX EN PROVENCE TGV,PARIS LYON,187.0,299,4,266,8.505200501,4.35103021975,47,42.31312057,8.003898305,47,42.31312057,27,7,42.55319149,27.65957447,6.382978723,23.40425532,0.0,0.0,90.27136811973521,37.96209035025,-37.96209035025,248,15.719063545150503,AIX EN PROVENCE TGV → PARIS LYON
2020-12,Winter,12,2020,National,AIX EN PROVENCE TGV,PARIS LYON,186.0,283,10,170,4.666372549,2.854664179,15,41.20666667,1.612375622,15,41.20666667,11,2,40.0,20.0,20.0,6.666666667,13.33333333,,95.66766648938399,38.352002491,-38.352002491,258,5.30035335689046,AIX EN PROVENCE TGV → PARIS LYON
2021-02,Winter,2,2021,National,AIX EN PROVENCE TGV,PARIS LYON,186.0,281,10,50,10.594,1.797371565,21,43.691874997499994,3.098207885,21,55.561904761904806,12,7,40.0,30.0,10.0,10.0,0.0,10.0,94.32348967041221,41.894503432499995,-41.894503432499995,250,7.473309608540925,AIX EN PROVENCE TGV → PARIS LYON
2021-03,Spring,3,2021,National,AIX EN PROVENCE TGV,PARIS LYON,187.0,273,10,43,8.159302326,1.280869001,10,43.691874997499994,1.231387808,10,71.96833333,7,6,30.0,30.0,0.0,20.0,0.0,20.0,96.49806540196339,42.411005996499995,-42.411005996499995,253,3.6630036630036633,AIX EN PROVENCE TGV → PARIS LYON
2021-04,Spring,4,2021,National,AIX EN PROVENCE TGV,PARIS LYON,187.0,417,10,55,17.39900567186717,1.224901186,3,32.37222222,-1.577536232,3,346.4742866898222,2,0,100.0,0.0,0.0,0.0,0.0,0.0,98.94397786120864,31.147321033999997,-31.147321033999997,404,0.7194244604316548,AIX EN PROVENCE TGV → PARIS LYON
2021-05,Spring,5,2021,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,426,10,282,7.153191489,4.35103021975,34,43.691874997499994,4.891560645,34,346.4742866898222,20,7,26.47058824,8.823529412,11.76470588,8.823529412,2.941176471,75.91572970554272,94.25516242771127,39.34084477774999,-39.34084477774999,382,7.981220657276995,AIX EN PROVENCE TGV → PARIS LYON
2021-06,Summer,6,2021,National,AIX EN PROVENCE TGV,PARIS LYON,187.0,443,0,0,11.38435897,3.307918552,56,43.691874997499994,5.917232278,56,51.29540020276708,38,7,218.89587774190275,24.56140351,5.263157895,5.263157895,8.771929825,17.54385965,92.69325285961098,40.3839564455,-40.3839564455,387,12.641083521444695,AIX EN PROVENCE TGV → PARIS LYON
2021-07,Summer,7,2021,National,AIX EN PROVENCE TGV,PARIS LYON,189.0,421,0,188,10.35044326,4.35103021975,36,43.691874997499994,3.93317498,36,46.09953704,17,7,27.77777778,22.22222222,2.7777777777777803,,13.88888889,22.22222222,95.06893639486145,39.34084477774999,-39.34084477774999,385,8.551068883610451,AIX EN PROVENCE TGV → PARIS LYON
2021-08,Summer,8,2021,National,AIX EN PROVENCE TGV,PARIS LYON,191.0,422,0,187,7.943939394,3.523973144,35,32.94380952,3.489336493,35,51.29540020276708,15,4,34.285714285714306,14.28571429,8.571428571,14.28571429,5.714285714,22.857142857142904,95.2715244865537,29.419836376000003,-29.419836376000003,387,8.293838862559241,AIX EN PROVENCE TGV → PARIS LYON
2021-09,Autumn,9,2021,National,AIX EN PROVENCE TGV,PARIS LYON,190.0,2681,0,157,9.515180467,3.8614853195164094,27,43.691874997499994,8.604179754373616,27,54.0882716,17,7,25.925925925925903,22.22222222,,11.11111111,,25.925925925925903,98.06242658700262,39.83038967798358,-39.83038967798358,2654,1.0070869078701976,AIX EN PROVENCE TGV → PARIS LYON
2021-10,Autumn,10,2021,National,AIX EN PROVENCE TGV,PARIS LYON,191.0,398,1,156,9.114850427,3.578493266,38,38.82894737,4.272348485,38,38.82894737,17,7,21.05263158,7.894736842,13.15789474,18.42105263,15.78947368,23.68421053,94.4135700598702,35.250454104,-35.250454104,359,9.547738693467336,AIX EN PROVENCE TGV → PARIS LYON
2021-11,Autumn,11,2021,National,AIX EN PROVENCE TGV,PARIS LYON,192.0,387,0,872,14.16688453,4.35103021975,52,43.691874997499994,9.755714286,52,65.65737179,34,7,38.46153846,9.615384615,11.53846154,9.615384615,,21.15384615,91.65570136577003,39.34084477774999,-39.34084477774999,335,13.436692506459949,AIX EN PROVENCE TGV → PARIS LYON
2022-01,Winter,1,2022,National,AIX EN PROVENCE TGV,PARIS LYON,183.0,427,6,132,13.69772727,4.310047847,32,43.691874997499994,3.706539075,30,52.65444444,21,5,21.875,,21.875,9.375,3.125,21.875,95.21362522052108,39.381827150499994,-39.381827150499994,389,7.494145199063232,AIX EN PROVENCE TGV → PARIS LYON
2022-03,Spring,3,2022,National,AIX EN PROVENCE TGV,PARIS LYON,183.0,431,0,153,7.712418300653601,2.725852713,31,43.691874997499994,3.068333333,260,46.45222222,18,6,218.89587774190275,12.903225806451598,9.677419355,190.4200842324105,72.0439601026586,12.903225806451598,79.9526482341365,40.96602228449999,-40.96602228449999,400,7.192575406032482,AIX EN PROVENCE TGV → PARIS LYON
2022-04,Spring,4,2022,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,476,0,872,118.28872062060988,4.35103021975,56,43.691874997499994,10.43802521,70,57.48047619,48,7,37.5,,16.25,10.0,10.0,12.5,91.49562324931372,39.34084477774999,-39.34084477774999,420,11.76470588235294,AIX EN PROVENCE TGV → PARIS LYON
2022-07,Summer,7,2022,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,496,2,276,13.26485507,4.35103021975,56,43.691874997499994,13.68806626,118,47.34887006,64,7,14.63414634,26.82926829,21.13821138,13.00813008,17.886178861788597,6.504065041,88.1622040104301,39.34084477774999,-39.34084477774999,438,11.29032258064516,AIX EN PROVENCE TGV → PARIS LYON
2022-08,Summer,8,2022,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,516,0,238,17.39900567186717,4.35103021975,56,43.691874997499994,10.67861821,90,51.29540020276708,54,7,26.041666666666703,17.70833333,17.70833333,190.4200842324105,11.45833333,9.375,90.81712952313953,39.34084477774999,-39.34084477774999,460,10.852713178294573,AIX EN PROVENCE TGV → PARIS LYON
2022-09,Autumn,9,2022,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,470,3,198,17.39900567186717,2.756995004,56,43.691874997499994,2.922448251,26,49.15769231,15,7,21.42857143,7.142857143,25.0,10.71428571,14.28571429,21.42857143,95.21505295107447,40.93487999349999,-40.93487999349999,411,11.914893617021278,AIX EN PROVENCE TGV → PARIS LYON
2022-10,Autumn,10,2022,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,504,0,0,17.39900567186717,4.35103021975,56,43.691874997499994,6.368629408,51,51.24281046,30,7,7.142857143,44.64285714,21.42857143,8.928571429,10.71428571,7.142857143,93.68062525739681,39.34084477774999,-39.34084477774999,448,11.11111111111111,AIX EN PROVENCE TGV → PARIS LYON
2022-11,Autumn,11,2022,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,496,0,214,10.13816199,4.35103021975,51,37.28071895,5.150974462,43,41.72131783,21,7,25.49019608,17.64705882,29.41176471,7.843137255,1.960784314,17.64705882,94.4842461918172,32.92968873025,-32.92968873025,445,10.28225806451613,AIX EN PROVENCE TGV → PARIS LYON
2022-12,Winter,12,2022,National,AIX EN PROVENCE TGV,PARIS LYON,187.0,468,10,262,6.682251908,2.4590648498382905,28,29.70178571,3.2312500000000006,27,30.2962963,6,2,11.11111111,11.11111111,29.62962963,33.33333333,14.81481481,0.0,95.67940705128207,27.242720860161707,-27.242720860161707,430,5.982905982905983,AIX EN PROVENCE TGV → PARIS LYON
2023-02,Winter,2,2023,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,380,10,228,8.125219298,4.35103021975,32,43.691874997499994,5.988601271571299,32,51.91145833,24,7,43.75,218.65088787857883,15.625,15.625,9.375,6.25,93.7387418933346,39.34084477774999,-39.34084477774999,338,8.421052631578947,AIX EN PROVENCE TGV → PARIS LYON
2023-03,Spring,3,2023,National,AIX EN PROVENCE TGV,PARIS LYON,189.0,436,10,234,7.905626781,4.35103021975,46,43.691874997499994,9.273333333,46,66.54601449,31,7,34.78260869565219,41.30434783,10.86956522,4.347826086956521,4.347826086956521,4.347826086956521,92.26178389404129,39.34084477774999,-39.34084477774999,380,10.550458715596331,AIX EN PROVENCE TGV → PARIS LYON
2023-06,Summer,6,2023,National,AIX EN PROVENCE TGV,PARIS LYON,185.0,459,0,347,17.39900567186717,4.35103021975,56,43.691874997499994,10.08736383,75,46.49422222,34,7,12.0,22.66666667,30.66666667,18.66666667,6.666666670000001,9.33333333,90.97672476471678,39.34084477774999,-39.34084477774999,403,12.200435729847495,AIX EN PROVENCE TGV → PARIS LYON
2023-07,Summer,7,2023,National,AIX EN PROVENCE TGV,PARIS LYON,185.0,2681,10,340,17.39900567186717,4.35103021975,56,38.44927536,58.47323134889636,69,38.44927536,30,7,218.89587774190275,,28.98550725,15.94202899,20.28985507,11.5942029,88.9154088495343,34.09824514025,-34.09824514025,2615,2.088772845953003,AIX EN PROVENCE TGV → PARIS LYON
2023-08,Summer,8,2023,National,AIX EN PROVENCE TGV,PARIS LYON,185.0,481,10,375,7.560844444400001,4.35103021975,56,43.691874997499994,8.604179754373616,260,49.70281385,41,7,5.19480519,24.67532468,,19.48051948,7.79220779,5.19480519,79.18967066463834,39.34084477774999,-39.34084477774999,415,11.642411642411643,AIX EN PROVENCE TGV → PARIS LYON
2023-09,Autumn,9,2023,National,AIX EN PROVENCE TGV,PARIS LYON,185.0,462,5,317,9.187066246,4.35103021975,54,43.691874997499994,8.212071481,54,59.23024691,35,7,25.92592593,24.07407407,20.37037037,9.25925926,11.11111111,9.25925926,92.35426514277704,39.34084477774999,-39.34084477774999,403,11.688311688311687,AIX EN PROVENCE TGV → PARIS LYON
2024-01,Winter,1,2024,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,460,1,240,9.724513889,4.35103021975,53,43.691874997499994,7.218558952,260,51.29540020276708,23,7,18.86792453,9.43396226,28.30188679,20.75471698,16.98113208,5.66037736,79.44908075437682,39.34084477774999,-39.34084477774999,406,11.521739130434783,AIX EN PROVENCE TGV → PARIS LYON
2024-04,Spring,4,2024,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,464,0,290,7.939137931,4.35103021975,56,37.53649425,6.562670986,56,38.43988095,20,7,18.96551724,25.862068970000003,27.5862069,12.06896552,10.34482759,5.172413790000001,92.87173874371265,33.185464030249996,-33.185464030249996,408,12.068965517241379,AIX EN PROVENCE TGV → PARIS LYON
2024-05,Spring,5,2024,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,488,0,286,8.320920746,2.4590648498382905,56,39.30257937,8.000548697,83,39.62851406,31,0,15.47619048,36.9047619,17.85714286,9.52380952,,75.91572970554272,91.26903423356012,36.843514520161705,-36.843514520161705,432,11.475409836065573,AIX EN PROVENCE TGV → PARIS LYON
2024-06,Summer,6,2024,National,AIX EN PROVENCE TGV,PARIS LYON,185.0,473,2,872,7.395339912,4.35103021975,56,32.88262911,6.633368719,68,33.82254902,27,6,8.45070423,33.8028169,25.35211268,19.71830986,4.225352109999999,8.45070423,92.04454425507856,28.531598890250002,-28.531598890250002,415,11.839323467230443,AIX EN PROVENCE TGV → PARIS LYON
2024-07,Summer,7,2024,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,502,0,281,11.98196916,4.35103021975,0,43.691874997499994,7.178909465,69,48.2794686,35,7,26.08695652,26.08695652,15.94202899,17.39130435,,10.14492754,94.68000911307105,39.34084477774999,-39.34084477774999,502,0.0,AIX EN PROVENCE TGV → PARIS LYON
2024-08,Summer,8,2024,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,494,3,307,8.775895766,4.35103021975,41,40.96585366,58.47323134889636,36,44.81898148,20,7,7.31707317,17.07317073,34.14634146,7.31707317,19.51219512,14.63414634,86.16539261593967,36.61482344025,-36.61482344025,450,8.299595141700406,AIX EN PROVENCE TGV → PARIS LYON
2024-09,Autumn,9,2024,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,476,0,0,12.49110032,4.35103021975,56,43.691874997499994,9.281337535,67,60.15771144,44,7,,,23.1884058,17.39130435,,,91.87748015873248,39.34084477774999,-39.34084477774999,420,11.76470588235294,AIX EN PROVENCE TGV → PARIS LYON
2024-10,Autumn,10,2024,National,AIX EN PROVENCE TGV,PARIS LYON,184.0,2681,0,302,6.476710817,4.063639456,41,31.1695122,4.108333333,38,32.57061404,10,2,31.70731707,21.95121951,21.95121951,9.75609756,2.43902439,12.19512195,98.58420728174978,27.105872744,-27.105872744,2640,1.5292801193584484,AIX EN PROVENCE TGV → PARIS LYON
2018-01,Winter,1,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,393,2,204,6.400490196,3.455754476,56,24.27424242,6.0728474,35,346.4742866898222,19,4,37.5,37.5,8.928571429,5.357142857,,1.785714286,93.262667926972,20.818487944,-20.818487944,335,14.249363867684478,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-02,Winter,2,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,352,10,179,8.822346369,4.35103021975,56,35.76893939,8.604179754373616,64,12.92189638,40,7,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176,88.79324276821045,31.41790917025,-31.41790917025,286,15.909090909090908,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-03,Spring,3,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,389,6,166,6.175903614,2.820844212,56,19.95333333,4.64408181,30,4.64408181,124,3,40.0,22.22222222,15.55555556,15.55555556,6.666666667,0.0,93.41621772746785,17.132489118,-17.132489118,327,14.395886889460154,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-04,Spring,4,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,90.0,403,10,139,17.39900567186717,2.4590648498382905,56,16.20788288,5.217296678,31,5.217296678,6,1,218.89587774190275,17.85714286,198.7610364132147,21.42857143,7.142857143,5.357142857,93.05104608716543,13.74881803016171,-13.74881803016171,337,13.895781637717123,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-05,Spring,5,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,409,10,872,19.17727273,4.203609342,56,28.45422535,58.47323134889636,39,7.442622081,17,7,34.92063492,28.57142857,3.174603175,22.22222222,3.174603175,7.936507937,83.67744432693618,24.250616008,-24.250616008,343,13.691931540342297,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-06,Summer,6,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,395,10,55,15.99787879,2.4590648498382905,56,20.58903509,8.592125604,47,8.592125604,0,7,20.43010753,50.53763441,10.75268817,12.90322581,2.150537634,3.225806452,91.15025754701266,18.129970240161708,-18.129970240161708,329,14.177215189873419,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-07,Summer,7,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,1702.5938009787928,397,10,213,7.865571205,4.35103021975,56,24.56651235,9.001342593,53,9.001342593,0,7,8.988764045,52.80898876,21.34831461,11.23595506,3.370786517,2.247191011,90.6660230858854,20.21548213025,-20.21548213025,331,14.105793450881613,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-08,Summer,8,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,,388,8,872,6.445461659,3.767324561,56,21.64736842,58.47323134889636,49,5.460219298,14,4,16.92307692,38.46153846,16.92307692,20.0,3.076923077,4.615384615,82.75446144185061,17.880043859,-17.880043859,324,14.432989690721648,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-09,Autumn,9,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.0,369,0,191,17.39900567186717,3.030668473,41,22.58252033,4.142863595,20,4.142863595,9,1,19.44444444,25.0,27.77777778,13.88888889,13.88888889,0.0,95.46128425178183,19.551851857000003,-19.551851857000003,328,11.11111111111111,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-10,Autumn,10,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,99.0,373,0,196,4.824064626,2.669571046,47,17.8751773,3.784182306,20,51.29540020276708,6,1,6.976744186,34.88372093,32.55813953,18.60465116,2.325581395,75.91572970554272,95.24061662192224,15.205606254000001,-15.205606254000001,326,12.600536193029491,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-12,Winter,12,2018,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,,419,2,0,6.013932981,2.863589129,56,17.90238095,4.680055955,32,4.680055955,11,4,23.80952381,30.15873016,26.98412698,14.28571429,3.174603175,1.587301587,94.0648594092502,15.038791821,-15.038791821,361,13.365155131264917,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2019-01,Winter,1,2019,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,94.0,450,1,172,10.19273256,4.072420193,56,42.58642857,7.049703044,37,7.049703044,25,7,30.35714286,33.92857143,19.64285714,14.28571429,0.0,1.785714286,93.78060504822221,38.514008377,-38.514008377,393,12.444444444444445,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2019-02,Winter,2,2019,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,94.0,409,2,157,6.580467091,2.709254709,56,21.8505848,3.712653563,23,3.712653563,11,7,31.11111111,,31.11111111,15.55555556,0.0,6.666666667,94.76019751130114,19.141330091,-19.141330091,351,13.691931540342297,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2019-03,Spring,3,2019,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,93.0,450,4,164,6.823577236,2.669544096,56,32.95353535,5.585538117,36,5.585538117,124,7,40.0,30.0,14.0,14.0,72.0439601026586,2.0,93.82463253605555,30.283991254000004,-30.283991254000004,390,12.444444444444445,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2019-06,Summer,6,2019,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.0,474,10,379,6.321503958,4.35103021975,56,32.22619048,7.922261072,260,47.9169697,30,7,20.23809524,33.33333333,26.19047619,14.28571429,1.19047619,4.761904762,79.01717589728271,27.87516026025,-27.87516026025,408,11.814345991561181,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2019-07,Summer,7,2019,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,96.0,473,10,405,2.593580247,2.27852984,56,19.34470899,3.683660844,260,30.31777778,8,3,14.28571429,23.21428571,28.57142857,21.42857143,7.142857143,5.357142857,79.68203961268075,17.06617915,-17.06617915,407,11.839323467230443,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2019-09,Autumn,9,2019,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.0,421,1,872,2.096551724,1.86531746,56,29.65967742,2.010992063,18,43.77314815,10,3,26.66666667,16.66666667,30.0,26.66666667,0.0,,95.62682990557283,27.79435996,-27.79435996,364,13.30166270783848,ANGERS SAINT LAUD → PARIS MONTPARNASSE
